,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,CallName,filenum,channel,startutt,stoputt,duration,content,call_name,speaker_name,speaker_role
1023,1023,1023,1023,1023,140-PHX-20180142,14,E,119.854,130.674,10.820000000000007,"Okay, sir, where were you shot? Sir, where were you shot at?",140-PHX-20180142,E,operator
1024,1024,1024,1024,1024,140-PHX-20180142,14,C,131.934,132.834,0.9000000000000057,Okay.,140-PHX-20180142,C,caller
1025,1025,1025,1025,1025,140-PHX-20180142,14,B,134.374,135.154,0.7800000000000011,Hello?,140-PHX-20180142,B,operator
1026,1026,1026,1026,1026,140-PHX-20180142,14,E,139.214,140.274,1.0600000000000025,In the chest?,140-PHX-20180142,E,operator
1027,1027,1027,1027,1027,140-PHX-20180142,14,C,140.734,141.566,0.8319999999999936,Yeah.,140-PHX-20180142,C,caller
1028,1028,1028,1028,1028,140-PHX-20180142,14,E,141.75,150.722,8.972000000000008,"Okay, and is there only the entry wound? They're coming as quick as they can. Is there only one, or is there an exit one as well?",140-PHX-20180142,E,operator
1029,1029,1029,1029,1029,140-PHX-20180142,14,A,150.918,152.898,1.979999999999989,"I don't know, sir. I'm glad you hurt.",140-PHX-20180142,A,caller
1030,1030,1030,1030,1030,140-PHX-20180142,14,E,153.026,157.814,4.787999999999983,"Okay, can you get something clean and dry and just hold pressure on your chest where you're bleeding from for now?",140-PHX-20180142,E,operator
1031,1031,1031,1031,1031,140-PHX-20180142,14,A,158.154,160.134,1.979999999999989,"With the pressure on my chest, baby.",140-PHX-20180142,A,caller
1032,1032,1032,1032,1032,140-PHX-20180142,14,E,161.994,165.974,3.9799999999999898,Is she able to. Is she able to look at your back and see if there's an exit wound.,140-PHX-20180142,E,operator
1033,1033,1033,1033,1033,140-PHX-20180142,14,C,170.634,181.154,10.52000000000001,"Like this? I don't know what's going on. Okay, okay, ma'am.",140-PHX-20180142,C,caller
1034,1034,1034,1034,1034,140-PHX-20180142,14,B,183.454,185.074,1.6200000000000043,We don't need the address again.,140-PHX-20180142,B,operator
1035,1035,1035,1035,1035,140-PHX-20180142,14,E,185.374,186.794,1.420000000000016,"Ma'am, listen to me.",140-PHX-20180142,E,operator
1036,1036,1036,1036,1036,140-PHX-20180142,14,C,187.134,189.03,1.896000000000015,"Wait, wait. Please don't. Please don't.",140-PHX-20180142,C,caller
1037,1037,1037,1037,1037,140-PHX-20180142,14,E,189.142,189.834,0.6920000000000073,Ma'am.,140-PHX-20180142,E,operator
1038,1038,1038,1038,1038,140-PHX-20180142,14,C,190.174,191.034,0.8599999999999852,Okay.,140-PHX-20180142,C,caller
1039,1039,1039,1039,1039,140-PHX-20180142,14,E,196.054,197.434,1.3799999999999957,"Ma'Am, can you hear me?",140-PHX-20180142,E,operator
1040,1040,1040,1040,1040,140-PHX-20180142,14,C,201.174,204.594,3.4199999999999875,"Are you neighbor? Oh, ma'am.",140-PHX-20180142,C,caller
1041,1041,1041,1041,1041,140-PHX-20180142,14,E,212.654,214.634,1.979999999999989,"Ma'am, I need you to talk to us.",140-PHX-20180142,E,operator
1042,1042,1042,1042,1042,140-PHX-20180142,14,C,231.804,234.74,2.936000000000007,"I mean, how do I apply the pressure? What do I need to do next?",140-PHX-20180142,C,caller
1043,1043,1043,1043,1043,140-PHX-20180142,14,E,234.852,242.308,7.455999999999989,"Okay, I was trying to talk to you about. Okay, so are you ready? I need you to pay attention to us. Okay? Is there.",140-PHX-20180142,E,operator
1044,1044,1044,1044,1044,140-PHX-20180142,14,C,242.356,242.812,0.4560000000000173,Yes.,140-PHX-20180142,C,caller
1045,1045,1045,1045,1045,140-PHX-20180142,14,E,242.908,248.104,5.196000000000026,"Is there a wound in his back? Where the bullet came out, or is there the only one wound?",140-PHX-20180142,E,operator
1046,1046,1046,1046,1046,140-PHX-20180142,14,C,248.764,252.664,3.899999999999977,There is. It looks like it went diagonally.,140-PHX-20180142,C,caller
1047,1047,1047,1047,1047,140-PHX-20180142,14,E,253.284,258.264,4.980000000000018,"Okay, then what I want you to do is hold pressure on both wounds, okay?",140-PHX-20180142,E,operator
1048,1048,1048,1048,1048,140-PHX-20180142,14,C,259.104,260.324,1.2200000000000273,Okay. Okay.,140-PHX-20180142,C,caller
1049,1049,1049,1049,1049,140-PHX-20180142,14,E,267.304,270.044,2.740000000000009,Do you guys know where the person is that shot him?,140-PHX-20180142,E,operator
1050,1050,1050,1050,1050,140-PHX-20180142,14,A,270.944,272.084,1.1399999999999864,"No, we don't.",140-PHX-20180142,A,caller
1051,1051,1051,1051,1051,140-PHX-20180142,14,C,275.864,276.684,0.82000000000005,Know. What?,140-PHX-20180142,C,caller
1052,1052,1052,1052,1052,140-PHX-20180142,14,A,281.064,282.004,0.9399999999999976,I don't know.,140-PHX-20180142,A,caller
1053,1053,1053,1053,1053,140-PHX-20180142,14,E,287.994,290.754,2.759999999999991,"They're coming as quick as they can. P, if you got anything else, go ahead.",140-PHX-20180142,E,operator
1054,1054,1054,1054,1054,140-PHX-20180142,14,B,290.874,299.214,8.339999999999975,"I do. Ma'am, I need you to give me a description of the person that walked up and shot your boyfriend or whoever he is. Ma'am.",140-PHX-20180142,B,operator
1055,1055,1055,1055,1055,140-PHX-20180142,14,C,300.034,301.134,1.1000000000000227,Excuse me.,140-PHX-20180142,C,caller
1056,1056,1056,1056,1056,140-PHX-20180142,14,B,301.554,305.254,3.7000000000000455,Did you guys see the person that walked up and shot the gentleman?,140-PHX-20180142,B,operator
1057,1057,1057,1057,1057,140-PHX-20180142,14,A,306.714,307.894,1.1800000000000068,I did not see.,140-PHX-20180142,A,caller
1058,1058,1058,1058,1058,140-PHX-20180142,14,B,308.274,320.254,11.980000000000018,Okay. Did you turn around when they shot you? What direction did they go? What vehicle were they driving? Was it a male or female? Drove off in? What? Drove off in what?,140-PHX-20180142,B,operator
1059,1059,1059,1059,1059,140-PHX-20180142,14,A,320.954,321.974,1.0199999999999818,I don't know.,140-PHX-20180142,A,caller
1060,1060,1060,1060,1060,140-PHX-20180142,14,B,323.874,334.254,10.379999999999995,"White car, black car, yellow car? Orange car? Truck? What did they drive up in? See an officer there?",140-PHX-20180142,B,operator
1061,1061,1061,1061,1061,140-PHX-20180142,14,D,335.394,336.578,1.183999999999969,Anybody else inside?,140-PHX-20180142,D,operator
1062,1062,1062,1062,1062,140-PHX-20180142,14,A,336.706,337.138,0.4319999999999595,Outside?,140-PHX-20180142,A,caller
1063,1063,1063,1063,1063,140-PHX-20180142,14,D,337.226,337.546,0.3199999999999932,No.,140-PHX-20180142,D,operator
1064,1064,1064,1064,1064,140-PHX-20180142,14,C,337.61,338.334,0.7239999999999895,Okay.,140-PHX-20180142,C,caller
1065,1065,1065,1065,1065,140-PHX-20180142,14,A,340.454,341.254,0.8000000000000114,Okay.,140-PHX-20180142,A,caller
1066,1066,1066,1066,1066,140-PHX-20180142,14,D,341.414,342.774,1.3600000000000136,"Yes, officer here.",140-PHX-20180142,D,operator
1067,1067,1067,1067,1067,140-PHX-20180142,14,B,342.894,346.534,3.6399999999999855,"Okay, thank you. Bye bye. Nobody.",140-PHX-20180142,B,operator
1068,1068,1068,1068,1068,141-PHX-2018-01333658,15,C,1.12,18.594,17.474,"Hello? Yes, yes, yes. There's been a shooting on airport air. It's a young man has been hit, and he started to lose cautiousness, and his breathing is starting to stop.",141-PHX-2018-01333658,C,caller
1069,1069,1069,1069,1069,141-PHX-2018-01333658,15,B,25.454,27.314,1.86,"Okay, where's the shooter at?",141-PHX-2018-01333658,B,operator
1070,1070,1070,1070,1070,141-PHX-2018-01333658,15,C,27.834,34.21,6.376000000000001,"I don't know. I have no clue. He's fading fast. Okay, he's going.",141-PHX-2018-01333658,C,caller
1071,1071,1071,1071,1071,141-PHX-2018-01333658,15,B,34.362,35.254,0.8919999999999959,Hold on.,141-PHX-2018-01333658,B,operator
1072,1072,1072,1072,1072,141-PHX-2018-01333658,15,A,53.514,56.014,2.5,Fire department. What's the address we need to go to?,141-PHX-2018-01333658,A,operator
1073,1073,1073,1073,1073,141-PHX-2018-01333658,15,B,57.754,69.494,11.740000000000002,"Hey, it's Petey. I think he hung up. It's. We have a person shot, and I literally have no further.",141-PHX-2018-01333658,B,operator
1074,1074,1074,1074,1074,141-PHX-2018-01333658,15,A,70.714,72.494,1.7800000000000011,So is that the airport or in?,141-PHX-2018-01333658,A,operator
1075,1075,1075,1075,1075,141-PHX-2018-01333658,15,B,73.114,81.424,8.310000000000002,"Yes, the roadway. Airport in. The original call came in at what? I don't know if there's.",141-PHX-2018-01333658,B,operator
1076,1076,1076,1076,1076,141-PHX-2018-01333658,15,A,82.564,90.876,8.312000000000012,"Okay, I'll put a GSW staging call. Yeah, just advise when you get there, when it's secure and what you have.",141-PHX-2018-01333658,A,operator
1077,1077,1077,1077,1077,141-PHX-2018-01333658,15,B,90.9,98.66,7.759999999999991,"Okay, absolutely. And it's on Charlie seven. And there might be three people shot. Oh, yeah, it's looking big.",141-PHX-2018-01333658,B,operator
1078,1078,1078,1078,1078,141-PHX-2018-01333658,15,A,98.692,101.132,2.440000000000012,"Now, we don't know for sure, but possibly three.",141-PHX-2018-01333658,A,operator
1079,1079,1079,1079,1079,141-PHX-2018-01333658,15,B,101.228,104.824,3.596000000000004,It just says a female was saying there might be three people shot.,141-PHX-2018-01333658,B,operator
1080,1080,1080,1080,1080,141-PHX-2018-01333658,15,A,105.584,110.872,5.287999999999997,"Okay, yeah, it looks like somebody else is calling as well. Okay, we'll upgrade it. Thank you.",141-PHX-2018-01333658,A,operator
1081,1081,1081,1081,1081,141-PHX-2018-01333658,15,B,110.928,111.576,0.6479999999999961,No problem. Thanks.,141-PHX-2018-01333658,B,operator
1082,1082,1082,1082,1082,141-PHX-2018-01333658,15,A,111.64,111.952,0.3119999999999976,"All right, bye.",141-PHX-2018-01333658,A,operator
1083,1083,1083,1083,1083,142-PHX-2018-01333658,56,A,2.08,4.034,1.954,"Phoenix 911, where's your emergency?",142-PHX-2018-01333658,A,operator
1084,1084,1084,1084,1084,142-PHX-2018-01333658,56,B,6.854,18.154,11.3,"Hi, there was a shooting over here at 25th street and Van Buren at the airport inn. I think someone got shot.",142-PHX-2018-01333658,B,caller
1085,1085,1085,1085,1085,142-PHX-2018-01333658,56,A,19.254,20.594,1.34,25Th street?,142-PHX-2018-01333658,A,operator
1086,1086,1086,1086,1086,142-PHX-2018-01333658,56,B,21.054,21.694,0.6400000000000006,Yes.,142-PHX-2018-01333658,B,caller
1087,1087,1087,1087,1087,142-PHX-2018-01333658,56,A,21.814,29.068,7.254000000000001,"In Van Buren at the Airport inn. Okay, hold on, let me get some help started. Do you see anyone lying down or whatever?",142-PHX-2018-01333658,A,operator
1088,1088,1088,1088,1088,142-PHX-2018-01333658,56,B,29.226,31.644,2.418,I don't know. I'm just going to call sign and check.,142-PHX-2018-01333658,B,caller
1089,1089,1089,1089,1089,142-PHX-2018-01333658,56,A,33.544,40.644,7.100000000000001,"Hold on, let me get some help start. It looks like we might have a call already out there, but let me check. Okay, and where are they at the property?",142-PHX-2018-01333658,A,operator
1090,1090,1090,1090,1090,142-PHX-2018-01333658,56,B,41.264,52.364,11.099999999999994,I don't know. Where are they? Corner of the building. On the corner of the building.,142-PHX-2018-01333658,B,caller
1091,1091,1091,1091,1091,142-PHX-2018-01333658,56,A,54.604,56.264,1.6600000000000037,"Okay, so who is shot?",142-PHX-2018-01333658,A,operator
1092,1092,1092,1092,1092,142-PHX-2018-01333658,56,B,57.084,58.784,1.6999999999999955,I don't know. I don't know who it is.,142-PHX-2018-01333658,B,caller
1093,1093,1093,1093,1093,142-PHX-2018-01333658,56,A,59.204,61.828,2.6240000000000023,"Okay. Is she white, black, hispanic, native american?",142-PHX-2018-01333658,A,operator
1094,1094,1094,1094,1094,142-PHX-2018-01333658,56,B,61.916,68.7,6.784000000000006,"Is she white, black or what? She's black, all white? She's white.",142-PHX-2018-01333658,B,caller
1095,1095,1095,1095,1095,142-PHX-2018-01333658,56,A,68.892,71.424,2.5320000000000107,Okay. She the victim or she the person shooting?,142-PHX-2018-01333658,A,operator
1096,1096,1096,1096,1096,142-PHX-2018-01333658,56,B,72.044,73.116,1.0720000000000027,She's a victim.,142-PHX-2018-01333658,B,caller
1097,1097,1097,1097,1097,142-PHX-2018-01333658,56,A,73.22,78.224,5.004000000000005,"Okay, all right, hold on. And where's the person that shot her?",142-PHX-2018-01333658,A,operator
1098,1098,1098,1098,1098,142-PHX-2018-01333658,56,B,78.884,89.914,11.03,"I don't know. We just heard gunshots and laid low on the floor, and then we started hearing on someone screaming and stuff, and we don't know who shot.",142-PHX-2018-01333658,B,caller
1099,1099,1099,1099,1099,142-PHX-2018-01333658,56,A,91.254,99.114,7.859999999999999,"Okay. All right, looks like we do have officers on the way. Okay. Do you want to leave your name and phone number?",142-PHX-2018-01333658,A,operator
1100,1100,1100,1100,1100,142-PHX-2018-01333658,56,B,100.774,101.554,0.7800000000000011,Huh?,142-PHX-2018-01333658,B,caller
1101,1101,1101,1101,1101,142-PHX-2018-01333658,56,A,101.854,103.714,1.86,Do you want to leave your name and phone number?,142-PHX-2018-01333658,A,operator
1102,1102,1102,1102,1102,142-PHX-2018-01333658,56,B,104.254,104.902,0.6479999999999961,No.,142-PHX-2018-01333658,B,caller
1103,1103,1103,1103,1103,142-PHX-2018-01333658,56,A,105.038,106.474,1.436000000000007,What's going on right now?,142-PHX-2018-01333658,A,operator
1104,1104,1104,1104,1104,142-PHX-2018-01333658,56,B,107.494,109.554,2.0600000000000023,There's people surrounding her right now.,142-PHX-2018-01333658,B,caller
1105,1105,1105,1105,1105,142-PHX-2018-01333658,56,A,110.214,114.594,4.379999999999996,"Okay, all right, hold on. What are they saying?",142-PHX-2018-01333658,A,operator
1106,1106,1106,1106,1106,142-PHX-2018-01333658,56,B,116.054,122.834,6.780000000000001,"Oh, I don't know. Everybody. There's a lot of people out here, so everybody talking. They're all scattering.",142-PHX-2018-01333658,B,caller
1107,1107,1107,1107,1107,142-PHX-2018-01333658,56,A,123.334,125.114,1.7800000000000011,"Okay, and where are they running?",142-PHX-2018-01333658,A,operator
1108,1108,1108,1108,1108,142-PHX-2018-01333658,56,B,127.134,128.074,0.940000000000012,Everywhere.,142-PHX-2018-01333658,B,caller
1109,1109,1109,1109,1109,142-PHX-2018-01333658,56,A,128.814,134.154,5.340000000000003,"Okay. Are they running across the street? Are they running into the back, into the motel? What?",142-PHX-2018-01333658,A,operator
1110,1110,1110,1110,1110,142-PHX-2018-01333658,56,B,134.734,138.524,3.789999999999992,"No, they're leaving in different directions, and.",142-PHX-2018-01333658,B,caller
1111,1111,1111,1111,1111,142-PHX-2018-01333658,56,A,140.104,150.924,10.819999999999991,"They leave it on car, on foot? Both. Do you have any idea who might have been doing the shooting?",142-PHX-2018-01333658,A,operator
1112,1112,1112,1112,1112,142-PHX-2018-01333658,56,B,152.104,152.844,0.7399999999999807,No.,142-PHX-2018-01333658,B,caller
1113,1113,1113,1113,1113,142-PHX-2018-01333658,56,A,153.584,157.044,3.460000000000008,Okay. All right. Do you want to leave your name and phone number?,142-PHX-2018-01333658,A,operator
1114,1114,1114,1114,1114,142-PHX-2018-01333658,56,B,157.384,158.364,0.9800000000000182,"Oh, no.",142-PHX-2018-01333658,B,caller
1115,1115,1115,1115,1115,142-PHX-2018-01333658,56,A,158.664,163.374,4.710000000000008,"Okay. All right, we do have. It looks like units swing in. Okay. Okay.",142-PHX-2018-01333658,A,operator
1116,1116,1116,1116,1116,142-PHX-2018-01333658,56,B,163.414,164.134,0.7199999999999989,Thank you.,142-PHX-2018-01333658,B,caller
1117,1117,1117,1117,1117,142-PHX-2018-01333658,56,A,164.294,164.942,0.6479999999999961,You're welcome. Bye.,142-PHX-2018-01333658,A,operator
1118,1118,1118,1118,1118,144-PHX-2018-01333658,91,A,1.76,8.594,6.834,Phoenix 911. What is the address of the emergency? Is that a house? A business.,144-PHX-2018-01333658,A,operator
1119,1119,1119,1119,1119,144-PHX-2018-01333658,91,B,9.174,11.662,2.4880000000000013,It's a business. We have three shooting victims.,144-PHX-2018-01333658,B,caller
1120,1120,1120,1120,1120,144-PHX-2018-01333658,91,A,11.798,13.074,1.2759999999999998,What's the name of the business?,144-PHX-2018-01333658,A,operator
1121,1121,1121,1121,1121,144-PHX-2018-01333658,91,B,14.014,15.194,1.1800000000000015,Airport Inn.,144-PHX-2018-01333658,B,caller
1122,1122,1122,1122,1122,144-PHX-2018-01333658,91,A,18.214,21.634,3.4200000000000017,"Okay, and did you just see them get shot?",144-PHX-2018-01333658,A,operator
1123,1123,1123,1123,1123,144-PHX-2018-01333658,91,B,22.614,47.914,25.3,"No, I was sitting. I was laying my bed next to the gun, touching right next to my door. I have three shooting victims. All three are black females. We have a stomach shot. Shots. We have two. Three black females that are down. We have one stump. We have one stomach shot. I don't know where the other two are hit. We have. I guess we have people laying everywhere, bleeding. Emergency medical services.",144-PHX-2018-01333658,B,caller
1124,1124,1124,1124,1124,144-PHX-2018-01333658,91,A,47.994,59.244,11.25,"Okay, it looks like we've got a few calls. We have people responding. I'm going to connect this to the fire department. Okay, don't hang. Okay, while I'm connecting, does anybody there have a weapon?",144-PHX-2018-01333658,A,operator
1125,1125,1125,1125,1125,144-PHX-2018-01333658,91,B,61.544,62.644,1.1000000000000014,I don't know.,144-PHX-2018-01333658,B,caller
1126,1126,1126,1126,1126,144-PHX-2018-01333658,91,C,65.144,77.688,12.543999999999995,"For fire and medical emergencies, please continue to hold. Fire department, what's the location? What's going on?",144-PHX-2018-01333658,C,operator
1127,1127,1127,1127,1127,144-PHX-2018-01333658,91,B,77.856,87.594,9.738,"I have three shooting victims. Two. One is shot in the stomach. Well, I think one is shot in the side. And there's another female that shot in the leg, I think.",144-PHX-2018-01333658,B,caller
1128,1128,1128,1128,1128,144-PHX-2018-01333658,91,C,88.814,89.874,1.0600000000000025,Are they awake?,144-PHX-2018-01333658,C,operator
1129,1129,1129,1129,1129,144-PHX-2018-01333658,91,B,90.454,93.674,3.220000000000013,"Yes, they're awake. They're conscious. One is crying.",144-PHX-2018-01333658,B,caller
1130,1130,1130,1130,1130,144-PHX-2018-01333658,91,C,100.294,111.824,11.53,"Okay, keep. Keep pressure as best you can, okay? And don't remove it to look at it. See if it stops. Just keep the pressure on there until we get there, okay?",144-PHX-2018-01333658,C,operator
1131,1131,1131,1131,1131,144-PHX-2018-01333658,91,B,112.524,120.916,8.391999999999996,"Okay. Part of time is to keep pressure on it. Okay, so I have people put pressure on wounds right now.",144-PHX-2018-01333658,B,caller
1132,1132,1132,1132,1132,144-PHX-2018-01333658,91,C,120.98,124.948,3.967999999999989,"All right, perfect. So tell me again, you got three victims, and one was three.",144-PHX-2018-01333658,C,operator
1133,1133,1133,1133,1133,144-PHX-2018-01333658,91,B,125.036,132.296,7.259999999999991,Three victims or maybe more. I don't know. I only see three victims right now. I need help right away. It's soon as possible.,144-PHX-2018-01333658,B,caller
1134,1134,1134,1134,1134,144-PHX-2018-01333658,91,C,132.36,153.404,21.043999999999983,"Yeah, we're coming. Let me know if any of them pass out. Do you have any questions? If any of them pass out, let me know, but otherwise, just keep pressure as best you can.",144-PHX-2018-01333658,C,operator
1135,1135,1135,1135,1135,144-PHX-2018-01333658,91,B,154.584,157.394,2.8100000000000023,I'm on the phone there. I have people that are applying pressure.,144-PHX-2018-01333658,B,caller
1136,1136,1136,1136,1136,144-PHX-2018-01333658,91,C,157.504,160.034,2.530000000000001,"Perfect. If any of them pass out, let me know.",144-PHX-2018-01333658,C,operator
1137,1137,1137,1137,1137,144-PHX-2018-01333658,91,B,160.454,161.314,0.8599999999999852,All right?,144-PHX-2018-01333658,B,caller
1138,1138,1138,1138,1138,144-PHX-2018-01333658,91,C,161.814,163.342,1.52800000000002,"PD, do you have any questions?",144-PHX-2018-01333658,C,operator
1139,1139,1139,1139,1139,144-PHX-2018-01333658,91,A,163.478,173.154,9.675999999999988,"Yes, sir. What's your name? Sir, what's your name? Can you hear me?",144-PHX-2018-01333658,A,operator
1140,1140,1140,1140,1140,144-PHX-2018-01333658,91,B,173.534,174.262,0.7280000000000086,Yeah.,144-PHX-2018-01333658,B,caller
1141,1141,1141,1141,1141,144-PHX-2018-01333658,91,A,174.398,177.598,3.200000000000017,What's your name? Are you.,144-PHX-2018-01333658,A,operator
1142,1142,1142,1142,1142,144-PHX-2018-01333658,91,B,177.766,199.254,21.488,"I have a broken leg over here, too. I have one person with a broken leg. Bone is protruding through right on the patella now.",144-PHX-2018-01333658,B,caller
1143,1143,1143,1143,1143,144-PHX-2018-01333658,91,C,217.624,219.0,1.3760000000000048,"And. Sir, you said they're shot.",144-PHX-2018-01333658,C,operator
1144,1144,1144,1144,1144,144-PHX-2018-01333658,91,A,219.032,219.224,0.1919999999999788,Where?,144-PHX-2018-01333658,A,operator
1145,1145,1145,1145,1145,144-PHX-2018-01333658,91,C,219.264,220.884,1.619999999999976,"One in the side, one leg.",144-PHX-2018-01333658,C,operator
1146,1146,1146,1146,1146,144-PHX-2018-01333658,91,B,222.064,238.224,16.159999999999997,"And I have a broken leg, too. There's a lady with a broken leg. Okay, I'm on the phone with them right now. I'm on the phone with them right now. Calm down. Make sure she stays awake. Make sure she stays awake.",144-PHX-2018-01333658,B,caller
1147,1147,1147,1147,1147,144-PHX-2018-01333658,91,A,240.404,240.996,0.592000000000013,I need.,144-PHX-2018-01333658,A,operator
1148,1148,1148,1148,1148,144-PHX-2018-01333658,91,B,241.06,242.424,1.3640000000000043,I need help right away.,144-PHX-2018-01333658,B,caller
1149,1149,1149,1149,1149,144-PHX-2018-01333658,91,C,246.644,250.144,3.5,"Okay, we'll be there as soon as the police get there. Okay?",144-PHX-2018-01333658,C,operator
1150,1150,1150,1150,1150,144-PHX-2018-01333658,91,B,251.644,255.064,3.4199999999999875,"There. I have police here, but they're just standing there. They're not really helping.",144-PHX-2018-01333658,B,caller
1151,1151,1151,1151,1151,144-PHX-2018-01333658,91,A,256.324,259.464,3.1399999999999864,Okay. I think the officers are there. They're looking for the suspect.,144-PHX-2018-01333658,A,operator
1152,1152,1152,1152,1152,144-PHX-2018-01333658,91,B,260.164,263.363,3.1990000000000123,Yep. They should really be up here helping the victims.,144-PHX-2018-01333658,B,caller
1153,1153,1153,1153,1153,144-PHX-2018-01333658,91,A,263.863,269.623,5.759999999999991,"Okay. All right, well, as soon as they secure the scene, the fire department's gonna roll in and they're gonna help everybody, okay?",144-PHX-2018-01333658,A,operator
1154,1154,1154,1154,1154,144-PHX-2018-01333658,91,B,269.783,271.383,1.599999999999966,Okay. Thank you so much.,144-PHX-2018-01333658,B,caller
1155,1155,1155,1155,1155,144-PHX-2018-01333658,91,A,271.543,277.311,5.767999999999972,"All right, fire. I'm gonna go ahead and let them go. So this PD are there. All right, thank you, sir. Bye.",144-PHX-2018-01333658,A,operator
1156,1156,1156,1156,1156,145-PHX-2018-01333658,57,A,0.88,2.326,1.4460000000000002,You don't know anything. You're saying.,145-PHX-2018-01333658,A,caller
1157,1157,1157,1157,1157,145-PHX-2018-01333658,57,B,2.47,3.274,0.8039999999999998,Emergency.,145-PHX-2018-01333658,B,operator
1158,1158,1158,1158,1158,145-PHX-2018-01333658,57,A,3.774,14.862,11.088,"Yes, hi, I need a report. There's a shooting, big shooting going on right here at the airport in. Motel, please.",145-PHX-2018-01333658,A,caller
1159,1159,1159,1159,1159,145-PHX-2018-01333658,57,B,14.998,17.782,2.7840000000000007,There's a shooting going on. Did somebody get shot or you.,145-PHX-2018-01333658,B,operator
1160,1160,1160,1160,1160,145-PHX-2018-01333658,57,A,17.798,24.966,7.168000000000003,"Just. One guy's toast. He's had a few shots in it. Yes, there's a shooting going down right now. Goddamn.",145-PHX-2018-01333658,A,caller
1161,1161,1161,1161,1161,145-PHX-2018-01333658,57,B,25.03,26.594,1.564,"Okay, what are they in?",145-PHX-2018-01333658,B,operator
1162,1162,1162,1162,1162,145-PHX-2018-01333658,57,A,27.134,59.564,32.43,"They're not hearing. They're outside and they're right. Parking lot, midway into the place. If you send police here, they all know as soon as they come in, they're right in the middle. Right near the stairwell. Right at the bottom of the stairwell, you'll see a bunch of people crowding around, trying to stop breathing on one guy, but you're quick. Guys, there's other guys. Okay. I hear mass screaming going on out there right now. Mass screaming, man. Please. Oh, no. Hold on. Stop. Guys. Should have dunks.",145-PHX-2018-01333658,A,caller
1163,1163,1163,1163,1163,145-PHX-2018-01333658,57,B,61.624,63.804,2.18,"Did you see the person with the gun, sir?",145-PHX-2018-01333658,B,operator
1164,1164,1164,1164,1164,145-PHX-2018-01333658,57,A,64.864,69.164,4.299999999999997,"No, I did not, ma'am. I cannot go out there and get. Goddamn.",145-PHX-2018-01333658,A,caller
1165,1165,1165,1165,1165,145-PHX-2018-01333658,57,B,71.144,75.288,4.143999999999991,I didn't ask you. I didn't ask you for that. I just didn't know if you saw the person with the gun at all.,145-PHX-2018-01333658,B,operator
1166,1166,1166,1166,1166,145-PHX-2018-01333658,57,A,75.456,82.274,6.817999999999998,"No, I see. I don't know who they are. When I think it came from across the way. I don't know, man. Just send it, please. Please.",145-PHX-2018-01333658,A,caller
1167,1167,1167,1167,1167,145-PHX-2018-01333658,57,B,82.574,89.134,6.560000000000002,"Officers. Officers have been on the way since we've been on the phone, okay? So can you tell me anything? Are you just hearing all.",145-PHX-2018-01333658,B,operator
1168,1168,1168,1168,1168,145-PHX-2018-01333658,57,A,89.174,115.984,26.809999999999988,"No, I heard all the gun judgment. I went out there. And I see. Because you're gonna get me killed. You're gonna get me killed by trying to tell you exactly what's going on. So you gotta pay attention, okay, here's the deal. I went out after the gun test went out. I went out there. I went out there and. And I seen all the commotion and I went up towards where the guy was, and he laid down. All right? Now they're out there. I'm hanging up right now. Goodbye.",145-PHX-2018-01333658,A,caller
1169,1169,1169,1169,1169,146-PHX-2018-01333658,11,B,1.84,3.874,2.034,Phoenix 911. Where is the emergency?,146-PHX-2018-01333658,B,operator
1170,1170,1170,1170,1170,146-PHX-2018-01333658,11,A,4.374,16.422,12.048000000000002,"That's the most. The motel just north. The reason I'm calling. I called briefly, but he saw a white Chevy station wagon leaving the scene at a high rate of speed.",146-PHX-2018-01333658,A,caller
1171,1171,1171,1171,1171,146-PHX-2018-01333658,11,B,16.518,17.634,1.1159999999999997,What was the address?,146-PHX-2018-01333658,B,operator
1172,1172,1172,1172,1172,146-PHX-2018-01333658,11,A,18.814,24.526,5.712,"24. Actually, it's 25th street and Van Buren. Okay.",146-PHX-2018-01333658,A,caller
1173,1173,1173,1173,1173,146-PHX-2018-01333658,11,B,24.55,25.286,0.7360000000000007,Are you calling about that.,146-PHX-2018-01333658,B,operator
1174,1174,1174,1174,1174,146-PHX-2018-01333658,11,A,25.31,28.064,2.7540000000000013,Shooting? Yeah.,146-PHX-2018-01333658,A,caller
1175,1175,1175,1175,1175,146-PHX-2018-01333658,11,B,30.644,32.944,2.3000000000000043,And now you saw a vehicle leaving?,146-PHX-2018-01333658,B,operator
1176,1176,1176,1176,1176,146-PHX-2018-01333658,11,A,34.044,40.864,6.82,The police are here now. Police are here now. You may talk to them.,146-PHX-2018-01333658,A,caller
1177,1177,1177,1177,1177,146-PHX-2018-01333658,11,B,41.324,47.224,5.899999999999999,"Tell me one more time, because they're trying to sort all that out and make sure that they get the help that they need. You said it was a white, wet.",146-PHX-2018-01333658,B,operator
1178,1178,1178,1178,1178,146-PHX-2018-01333658,11,A,47.644,52.116,4.472000000000001,A white Chevy. Super white Chevy station wagon.,146-PHX-2018-01333658,A,caller
1179,1179,1179,1179,1179,146-PHX-2018-01333658,11,B,52.22,52.984,0.7640000000000029,Okay.,146-PHX-2018-01333658,B,operator
